numdossier_new,lda_documents
T07622009105,"[['accord', 'entreprise', 'portant'], ['amenagement', 'temp', 'travail', 'travail', 'nuit'], ['amenagement', 'temp', 'travail', 'semaines'], ['durée', 'travail', 'entreprise'], ['travail', 'temp', 'plein'], ['travail', 'temp', 'partiel'], ['travailleur', 'nuit'], ['définition', 'travail', 'nuit'], ['définition', 'travailleurs', 'nuit'], ['durées', 'maximales', 'travail', 'nuit'], ['contreparties', 'travail', 'nuit'], ['modalités', 'paiement', 'majorations'], ['mesures', 'amélioration', 'condition', 'travail', 'salariés', 'protection', 'santé', 'sécurité', 'travailleur', 'nuit'], ['surveillance', 'médicale'], ['temp', 'travail', 'maximal', 'repos', 'hebdomadaire'], ['programmation', 'indicative'], ['limite', 'supérieure'], ['limite', 'inférieure'], ['modification', 'horaires'], ['modalités', 'décompte', 'durée', 'travail'], ['heures', 'supplémentaires', 'contingent'], ['personnel', 'cadre'], ['personnel', 'employé', 'agent', 'maitrise'], ['comptabilisation', 'horaires'], ['imputation', 'périodes', 'suspension', 'décompte', 'mensuel', 'durée', 'travail'], ['embauche', 'rupture', 'contrat', 'travail', 'cours', 'période', 'mensuelle'], ['clause', 'juridiques'], ['durée', 'accord', 'révision', 'dénonciation'], ['modification', 'légales']]"
T07522040315,"[['proces', 'verbal', 'accord'], ['negociations', 'annuelles', 'obligatoires', '2022'], ['portant', 'remuneration'], ['temp', 'travail', 'partage', 'valeur', 'ajoutee'], ['heures', 'supplémentaires'], ['durée', 'travail'], ['télétravail'], ['salaires', 'effectifs', 'augmentation', 'générales'], ['complément', 'prime', 'pouvoir', 'achat'], ['révision', 'grille', 'salaires'], ['disposition', 'finale', 'publicité']]"
T01919000348,"[['accord', 'entreprise'], ['ensemble', 'disposition', 'arrêtées', 'présent', 'accord', 'complètent', 'celles', 'convention', 'collective', 'métallurgie', 'corrèze'], ['horaires', 'travail', 'organisation'], ['duree'], ['horaire', 'normal', 'travail'], ['personnel', 'administratif', 'journée'], ['formation'], ['mobilite-polyvalence'], ['ponctualite', 'objectifs', 'industriels'], ['droit', 'deconnection'], ['jours', 'feries', '2019', 'tombant', 'jour', 'ouvré'], ['journée', 'solidarité'], ['definition', 'ponts'], ['planning', 'arret', 'redemarrage', 'secteur'], ['pont', 'mai'], ['personnel', '2x8'], ['personnel', '3x8'], ['personnel', 'administratif', 'journee'], ['personnel', '2x8'], ['personnel', '3x8'], ['personnel', 'administratif', 'journee'], ['modalites', 'prise', 'jours', 'rtt'], ['conge', 'paye', '2019'], ['semaine'], ['gestion', 'autorisations', 'absence'], ['planning', 'présentéisme'], ['planning', 'reunion', 'cse'], ['information', 'personnel'], ['accord', 'entreprise'], ['rappel', 'textes', 'reglementaires'], ['heures', 'supplémentaires', 'rappel', 'législation', 'vigueur'], ['repos', 'compensateur', 'art', 'l3121-11'], ['modalités', 'prise', 'jours', 'réduction', 'temp', 'travail']]"
T01323017065,"[['table', 'matieres'], ['avis', 'délégation', 'syndicale', 'favorable'], ['modalite', 'attribution', 'conge'], ['avis', 'délégation', 'syndicale', 'favorable'], ['modalite', 'calcul', 'attribution', 'prime', 'vacances'], ['avis', 'délégation', 'syndicale', 'favorable'], ['duree', 'effective', 'organisation', 'travail', 'entreprise'], ['nombre', 'contrats', 'forfaits', 'jours', 'décembre', '2021'], ['avis', 'délégation', 'syndicale', 'favorable'], ['avis', 'délégation', 'syndicale', 'favorable'], ['organisation', 'travail', 'direction', 'operation'], ['travail', 'plateforme'], ['service', 'csn', 'admin', 'infra'], ['horaires', 'bureau', '8h30/12h', '14h/17h30'], ['service', 'cco', 'centre', 'contact'], ['service', 'cybersecurite'], ['avis', 'délégation', 'syndicale', 'avis', 'favorable'], ['organisation', 'travail', 'collaborateurs', 'site', 'client', 'assistance', 'technique', 'forfait'], ['avis', 'délégation', 'syndicale', 'favorable'], ['droit', 'deconnexion'], ['avis', 'délégation', 'syndicale', 'favorable'], ['teletravail'], ['avis', 'délégation', 'syndicale', 'favorable'], ['paiement', 'heures', 'supplementaires', 'modulation', 'annualisation', 'temp', 'travail'], ['avis', 'délégation', 'syndicale', 'favorable'], ['quota', 'annuel', 'heures', 'supplementaires'], ['avis', 'délégation', 'syndicale', 'favorable'], ['repos', 'compensateur'], ['avis', 'délégation', 'syndicale', 'favorable'], ['organisation', 'astreintes'], ['avis', 'délégation', 'syndicale', 'favorable'], ['compensation', 'temp', 'trajet', 'exceptionnels'], ['avis', 'délégation', 'syndicale', 'favorable'], ['remboursement', 'frais', 'deplacement', 'kilometriques'], ['avis', 'délégation', 'syndicale', 'favorable'], ['avis', 'délégation', 'syndicale', 'favorable'], ['remuneration'], ['presentation', 'salaires', 'moyens', '2021', 'entreprise', 'qualification', 'hors', 'direction', 'générale'], ['avis', 'délégation', 'syndicale', 'favorable'], ['compte', 'personnel', 'prevention', 'penibilite'], ['avis', 'délégation', 'syndicale', 'favorable'], ['mutuelle', 'frais', 'soins'], ['avis', 'délégation', 'syndicale', 'favorable'], ['prevoyance', 'sante'], ['avis', 'délégation', 'syndicale', 'favorable'], ['titre', 'restaurant', 'carte', 'swile'], ['avis', 'délégation', 'syndicale', 'favorable'], ['accord', 'participation'], ['avis', 'délégation', 'syndicale', 'favorable'], ['gpec', 'gestion', 'prévisionnelle', 'emploi', 'compétences'], ['avis', 'délégation', 'favorable'], ['publicite']]"
T07521035840,"[['accord', 'relatif', 'duree'], ['organisation', 'temp', 'travail'], ['cadre', 'juridique', 'mise', 'œuvre', 'accord'], ['objet', 'présent', 'accord'], ['calendrier', 'règles', 'mise', 'œuvre'], ['disposition', 'commune', 'ensemble', 'collaborateurs'], ['période', 'référence'], ['repos', 'quotidien', 'hebdomadaire'], ['journée', 'solidarité'], ['congés', 'payés'], ['modalités', 'prise'], ['période', 'estivale'], ['mesures', 'faveur', 'équilibre', 'vie', 'professionnelle', 'vie', 'personnelle', 'collaborateurs'], ['temp', 'partiel', 'forfait-jours', 'réduit'], ['consommation', 'jours', 'donnés'], ['régimes', 'organisation', 'temp', 'travail', 'entreprise'], ['cadre', 'légal'], ['durée', 'annuelle', 'travail'], ['durées', 'maximales', 'travail'], ['rythme', 'travail', 'hebdomadaire', 'jours', 'rtt', 'associés'], ['acquisition', 'jours', 'rtt'], ['modalités', 'prise', 'jours', 'rtt'], ['lissage', 'rémunération'], ['modalités', 'organisation', 'temp', 'travail'], ['modalités', 'suivi', 'temp', 'travail'], ['heures', 'supplémentaires'], ['temp', 'partiel', 'choisi'], ['examen', 'demande'], ['compensation', 'financière', 'octroyée', 'contrepartie', 'passage', 'nouvelle', 'organisation', 'temp', 'travail'], ['collaborateurs', 'concernés'], ['condition', 'mise', 'place'], ['décompte', 'temp', 'travail', 'jours', 'base', 'annuelle', 'jours', 'repos'], ['forfait-jours', 'réduit'], ['suivi', 'nombre', 'jours', 'travaillés'], ['organisation', 'travail', 'respect', 'plage', 'repos'], ['bonnes', 'pratiques', 'meilleure', 'articulation', 'vie', 'professionnelle', 'vie', 'personnelle'], ['droit', 'déconnexion'], ['modalités', 'évaluation', 'charge', 'suivi', 'temp', 'travail'], ['exercice', 'collaborateur', 'droit', 'déconnexion'], ['dispositif', 'suivi', 'complémentaire'], ['information', 'collaborateurs'], ['clause', 'suivi', 'revoyure'], ['entrée', 'vigueur', 'durée', 'accord'], ['révision', 'dénonciation']]"
T06923025178,"[['accord', 'entreprise', 'relatif', 'duree', 'maximale', 'hebdomadaire', 'travail', 'amplitude', 'journaliere'], ['champ', 'application', 'accord'], ['durée', 'quotidienne', 'amplitude', 'journalière'], ['effets', 'amplitude', 'journalière', 'durée', 'quotidienne', 'travail', 'durée', 'travail'], ['rendez-vous'], ['durée', 'accord', 'révision', 'dénonciation'], ['dépôt', 'publicité', 'accord']]"
T09218001524,"[['modification', 'article', '2.2.2', 'relatif', 'modalités', 'accomplissement', 'heures', 'supplémentaires'], ['article', '2.2.2', 'modalités', 'accord', 'décembre', '2001', 'modifié', 'comme', 'suit'], ['modification', 'article', '3.2', 'relatif', 'cadre', 'autonomes'], ['article', '3.2', 'cadre', 'autonomes', 'accord', 'décembre', '2001', 'modifié', 'comme', 'suit'], ['cadre', 'éligibles', 'forfait', 'annuel', 'jours'], ['durée', 'référence', 'forfait', 'annuel', 'jours'], ['période', 'décompte', 'temp', 'travail', 'modalités', 'gestion', 'jrtt'], ['période', 'décompte', 'temp', 'travail', 'jrtt'], ['modalités', 'acquisition', 'jrtt'], ['modalités', 'prise', 'jrtt'], ['forfaits', 'jours', 'réduits'], ['réduction', 'nombre', 'jours', 'annuel', 'travail'], ['congés', 'payés', 'jrtt'], ['rémunération'], ['organisation', 'travail', 'charge', 'associée', 'respect', 'repos'], ['organisation', 'travail', 'cadre', 'forfait'], ['charge', 'travail', 'entretien', 'annuel', 'suivi', 'jours', 'travaillés'], ['suivi', 'jours', 'travaillés'], ['entretien', 'annuel'], ['droit', 'déconnexion'], ['généralités'], ['principe', 'utilisation', 'maitrisée', 'nouvelles', 'technology', 'information', 'communication'], ['modification', 'article', 'relatif', 'détermination', 'prise', 'jrtt', 'salariés', 'non-cadres'], ['article', 'modalités', 'détermination', 'prise', 'jours', 'repos', 'acquis', 'titre', 'réduction', 'temp', 'travail', 'accord', 'décembre', '2001', 'modifié', 'accord', 'novembre', '2008', 'relatif', 'journée', 'solidarité', 'modifié', 'comme', 'suit'], ['modalités', 'prise', 'journées', 'repos', 'acquises', 'titre', 'réduction', 'temp', 'travail'], ['modalités', 'suivi', 'application', 'avenant'], ['clause', 'rendez-vous'], ['entrée', 'vigueur', 'durée', 'avenant'], ['révision', 'dénonciation'], ['publicité', 'dépôt', 'accord']]"
T03623001463,"[[], ['accord', 'collectif', 'realatif', 'creation', 'societe', 'genie', 'civil', 'service'], ['champ', 'äpplication'], ['mesures', 'relative', 'công.es', 'paye'], ['periode', 'acquisition', 'prise', 'conge', 'paye'], ['mesures', 'relative', 'temp', 'travail'], [], ['accord', 'collectif', 'realatif', 'creation', 'societe', 'genie', 'civil', 'service'], ['fixation', 'contingent', 'annuel', 'heures', 'supplementaires'], ['majoration', 'heures', 'supplementaires', 'dela', 'contingent', 'legal'], ['duree/', 'aximale', 'quotidienne', 'temp', 'travail'], ['duree', 'maximale', 'tel\\ps', 'travail', 'hebdomadaire'], ['recours', 'heures', 'supplementaires', 'complementaires'], ['expérience', 'savoir-faire', 'salarié'], ['accord', 'collectif', 'realatif', 'creation', 'societe', 'genie', 'civil', 'service'], ['repos', 'minimum'], ['equilibre', 'vie', 'professionnelle', 'vie', 'persohnelle'], ['mesures', 'relative', 'orgahisatioh', 'temp', 'tràvail'], ['forfait', 'anhuel', 'jours'], ['recuperation', 'heures', 'supplementaires'], [], ['accord', 'collectif', 'realatif', 'creation', 'societe', 'genie', 'civil', 'service'], ['modalite', 'pose', 'journees', 'evenements', 'familiaux'], ['disposition', 'finale'], ['securisation'], ['duree', 'ehtree', 'vigueur', 'accord'], ['revision', 'denonciation'], ['publicite', 'depôt'], ['accord', 'collectif', 'realatif', 'creation', 'societe', 'genie', 'civil', 'service'], [], ['accord', 'collectif', 'realatif', 'creation', 'societe', 'genie', 'civil', 'service']]"
T03521007381,"[['protocole', 'accord', 'n.a.o', '2021'], ['rémunération', 'temp', 'travail', 'partage', 'valeur', 'ajoutée'], ['rémunération'], ['autres', 'éléments'], ['temp', 'travail'], ['partage', 'valeur', 'ajoutée'], ['accord', 'intéressement', 'renouvelé', 'identique', 'juillet', '2020'], ['qualité', 'vie', 'egalité', 'professionnelle'], ['egalité', 'professionnelle'], ['qualité', 'vie', 'travail']]"
T07018000179,"[['régimes', 'travail'], ['durée', 'travail'], ['aménagement', 'temp', 'travail'], ['compartiment', 'distribution'], ['compartiment', 'cabine/guichet'], ['compartiment', 'hors', 'distribution'], ['heures', 'supplémentaires'], ['définition'], ['rémunération'], ['embauche', 'rupture', 'contrat', 'travail', 'cours', 'période', 'référence'], ['agent', 'temp', 'partiel'], [], ['formation', 'adaptation', 'professionnelle'], ['accompagnement', 'social'], ['adaptation', 'nouvelle', 'organisation'], [], [], ['publicité']]"
T01019000581,"[['avenant', 'accord', 'amenagement', 'reduction', 'temp', 'travail'], ['societe', 'rti'], ['contingent', 'heures', 'supplementaires'], ['majoration', 'heures', 'supplmentaires'], ['duree', 'accord'], ['adhesion', 'application', 'accord'], ['artcle', 'revision', 'accord'], ['depot', 'legal']]"
T05120002305,"[['relatif', 'amenagement', 'temp', 'travail'], ['disposition', 'generales'], ['disposition', 'generales'], ['cadre', 'juridique'], ['définition', 'temp', 'travail', 'effectif'], ['différents', 'horaires', 'travail'], ['amenagement', 'temp', 'travail', 'periode', 'egale', 'annee'], ['principe'], ['modalités', 'organisation', 'temp', 'travail', 'année'], ['amplitude', 'horaire', 'travail', 'hebdomadaire', 'pourra', 'varier', 'fonction', 'besoins', 'entreprise'], ['durée', 'travail', 'planification', 'horaires', 'travail'], ['condition', 'délais', 'prévenance', 'changements', 'durée', 'horaires', 'collectifs', 'travail'], ['heures', 'supplémentaires'], ['lissage', 'rémunération'], ['traitement', 'entrées', 'sortie', 'cours', 'période', 'annuelle'], ['traitement', 'soldes', 'heures', 'fin', 'période', 'référence'], ['organisation', 'travail', 'temp', 'partiel', 'annee'], ['répartition', 'temp', 'travail'], ['heures', 'complémentaires'], ['délai', 'prévenance'], ['lissage', 'rémunération'], ['horaires', 'individualises'], ['compensation', 'travail', 'equipes'], ['définition'], ['compensation', 'travail', 'équipes'], ['pause', 'repas'], ['travail', 'nuit'], ['définitions'], ['durée', 'travail', 'nuit'], ['dérogation', 'durée', 'repos', 'quotidien'], ['compensation', 'travail', 'nuit'], ['pause', 'repas'], ['prime', 'nuit'], ['prime', 'panier'], ['autres', 'disposition', 'relative', 'travail', 'nuit'], ['travail', 'intermittent'], ['définition', 'travail', 'intermittent'], ['durée', 'annuelle', 'travail'], ['périodes', 'travaillées', 'non', 'travaillées'], ['rémunération'], ['heures', 'supplémentaires'], ['astreintes'], ['principe'], ['personnel', 'concerné'], ['fréquence', 'information'], ['indemnisation'], ['temp', 'repos'], ['temp', 'deplacements', 'voyage', 'mission']]"
T04422013727,"[['accord'], ['durée', 'aménagement'], ['temp', 'travail'], ['forfait', 'annuel', 'jours'], ['article', 'disposition', 'générales'], ['cadre', 'juridique'], ['article', 'définitions'], ['temp', 'travail', 'effectif', 'temp', 'pause', 'temp', 'repos'], ['durées', 'maximales', 'travail', 'hebdomadaire', 'amplitude'], ['article', 'salariés', 'éligibles', 'convention', 'individuelles', 'forfait', 'annuel', 'jours'], ['article', 'modalités', 'aménagement', 'temp', 'travail', 'collaborateurs', 'éligibles', 'dispositif', 'forfait', 'jours'], ['nombre', 'jours', 'travaillés', 'forfait', 'annuel', 'jours'], ['impact', 'absence', 'entrées', 'départs', 'cours', 'année'], ['impact', 'absence', 'entrées/', 'sortie', 'rémunération'], ['impact', 'absence', 'entrées/sorties', 'cours', 'année', 'nombre', 'jours', 'travaillés'], ['modalités', 'décompte', 'journées', 'travaillées'], ['prise', 'jours', 'repos', 'supplémentaires'], ['modalités', 'conclusion', 'convention', 'forfait', 'annuel', 'jours'], ['article', 'modalités', 'suivi', 'organisation', 'travail', 'amplitude', 'charge', 'travail'], ['entretien', 'semestriel', 'individuel'], ['amplitude', 'journées', 'travail'], ['entretien', 'demande', 'salarié', 'obligation', 'alerte'], ['article', 'droit', 'déconnexion'], ['implication', 'chacun'], ['article', 'rémunération'], ['article', 'suivi', 'médical'], ['duree', 'organisation', 'temp', 'travail', 'applicables', 'salary', 'offshore'], ['absence', 'cycle'], ['heures', 'supplémentaires'], ['contingent', 'annuel', 'heures', 'supplémentaires'], ['aménagement', 'temp', 'travail', 'base', 'jours', 'consécutifs', 'travaillés', 'jours', 'repos', 'off', 'shore'], ['fondement', 'légal', 'recours', 'code', 'transport', 'mode', 'dérogatoire'], ['champ', 'application', 'personnel', 'offshore'], ['contrôle', 'temp', 'travail', 'effectif', 'fatigue'], ['durée', 'quotidienne', 'durées', 'maximales', 'travail'], ['repos', 'quotidien', 'hebdomadaire'], ['occurrence', 'ensemble', 'personnel', 'travaillant', 'jours', 'consécutifs', 'bénéficie', 'jours', 'repos', 'compensateurs', 'consécutifs'], ['vertu', 'article', '5541-1-1', 'alinéa', 'article', 'l5544-4', 'alinéa', 'code', 'transport', 'tenir', 'compte', 'continuité', 'activités', 'exercées', 'mer', 'contraintes', 'portuaires', 'sauvegarde', 'installation', 'équipements', 'mer', 'répartition', 'durée', 'travail', 'effectuera', 'période', 'deux', 'semaines', 'travail', 'consécutif', 'suivies', 'deux', 'semaines', 'repos', 'consécutifs'], ['exemple'], ['exemple'], ['disposition', 'generales', 'finale'], ['information', 'salariés', 'délégués', 'syndicaux', 'salariés', 'mandatés', 'élus'], ['révision'], ['dénonciation']]"
